Category,Subcategory,Enrichment,P-value,P-adjusted,Q-value,Expected,Observed,miRNAs/precursors
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cell cycle G2M phase transition GO1902751,over-represented,0.000611387,0.0127575,0.0127575,1.15222,6,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cell death GO0010942,over-represented,0.0053743,0.0472947,0.0472947,3.7377,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cell migration GO0030335,over-represented,0.0043817,0.0422059,0.0422059,13.3279,18,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cell proliferation involved in heart valve morphogenesis GO0003251,over-represented,0.0028669,0.0328448,0.0328448,0.625293,4,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cellular respiration GO1901857,over-represented,0.0013968,0.0210915,0.0210915,1.86885,7,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cellular response to heat GO1900036,over-represented,0.00242,0.0298439,0.0298439,0.59719,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cellular senescence GO2000774,over-represented,0.0015963,0.0231409,0.0231409,1.91101,7,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cholesterol biosynthetic process GO0045542,over-represented,0.004377,0.0421999,0.0421999,1.15222,5,hsa-miR-129-5p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cilium assembly GO0045724,over-represented,0.0040305,0.0398034,0.0398034,1.65105,6,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-4448; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cyclase activity GO0031281,over-represented,3.3141e-05,0.0031568,0.0031568,1.03279,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-4454; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cysteine-type endopeptidase activity involved in apoptotic process GO0043280,over-represented,5.31848e-05,0.0038601,0.0038601,6.51288,15,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cytokine production involved in inflammatory response GO1900017,over-represented,0.0026849,0.0313606,0.0313606,2.08665,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of cytosolic calcium ion concentration GO0007204,over-represented,0.001772,0.0247683,0.0247683,7.42623,14,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-4448; hsa-miR-4454; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of dense core granule biogenesis GO2000707,over-represented,9.75989e-05,0.0049839,0.0049839,0.259953,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of double-strand break repair via homologous recombination GO1905168,over-represented,1.93142e-05,0.0023366,0.0023366,5.12881,14,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of enamel mineralization GO0070175,over-represented,0.0029869,0.0335768,0.0335768,0.632319,4,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of endocytosis GO0045807,over-represented,0.0023164,0.0291685,0.0291685,0.590164,4,hsa-miR-129-5p; hsa-miR-34c-5p; hsa-miR-874-3p; hsa-miR-9-5p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of endothelial cell chemotaxis GO2001028,over-represented,0.0055006,0.0480632,0.0480632,1.75644,6,hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of endothelial cell proliferation GO0001938,over-represented,0.0024752,0.0298439,0.0298439,6.6534,13,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of epidermal growth factor receptor signaling pathway GO0045742,over-represented,0.000106663,0.0053395,0.0053395,2.22717,9,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-4448; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of epithelial cell proliferation GO0050679,over-represented,0.0021103,0.0273538,0.0273538,5.64169,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of epithelial to mesenchymal transition GO0010718,over-represented,0.000287051,0.0088394,0.0088394,6.37237,14,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation GO1905007,over-represented,5.18042e-05,0.0038601,0.0038601,1.53864,8,hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of erythrocyte differentiation GO0045648,over-represented,5.32332e-06,0.0012035,0.0012035,4.637,14,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of establishment of protein localization to telomere GO1904851,over-represented,0.0017328,0.0244567,0.0244567,0.934426,5,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of extrinsic apoptotic signaling pathway GO2001238,over-represented,0.000462391,0.0112062,0.0112062,2.68384,9,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of fatty acid beta-oxidation GO0032000,over-represented,0.0038597,0.0391049,0.0391049,1.637,6,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-24-3p; hsa-miR-9-5p; hsa-miR-9-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of fertilization GO1905516,over-represented,0.000884142,0.0167001,0.0167001,0.456674,4,hsa-miR-375-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of focal adhesion assembly GO0051894,over-represented,0.000145786,0.0061728,0.0061728,3.59016,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of glial cell-derived neurotrophic factor production GO1900168,over-represented,0.000959157,0.0170049,0.0170049,0.0491803,2,hsa-miR-24-3p; hsa-miR-9-5p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of gluconeogenesis GO0045722,over-represented,0.0023482,0.0293152,0.0293152,2.65574,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of glutamate receptor signaling pathway GO1900451,over-represented,0.0013934,0.0210915,0.0210915,0.23185,3,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of glycogen biosynthetic process GO0045725,over-represented,0.0022388,0.0284671,0.0284671,3.30913,9,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-449c-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of granulocyte differentiation GO0030854,over-represented,0.00242,0.0298439,0.0298439,0.59719,4,hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-5p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of histone H3-K4 methylation GO0051571,over-represented,0.0024313,0.0298439,0.0298439,2.66979,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of histone H3-K9 acetylation GO2000617,over-represented,6.32046e-05,0.0039404,0.0039404,0.765808,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of histone deacetylation GO0031065,over-represented,0.000513334,0.0116807,0.0116807,2.12178,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of histone methylation GO0031062,over-represented,0.000135201,0.0060249,0.0060249,1.75644,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of insulin receptor signaling pathway GO0046628,over-represented,0.000178976,0.0067945,0.0067945,1.8267,8,hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of interleukin-8 production GO0032757,over-represented,0.0019864,0.0264904,0.0264904,5.60656,12,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator GO1902255,over-represented,0.000100783,0.0050953,0.0050953,1.68618,8,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator GO1902167,over-represented,0.0012736,0.0198682,0.0198682,0.0562061,2,hsa-miR-193b-3p; hsa-miR-652-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of isotype switching GO0045830,over-represented,0.0019486,0.0262419,0.0262419,1.43326,6,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore GO1905116,over-represented,0.0024705,0.0298439,0.0298439,0.0772834,2,hsa-miR-24-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of long-term neuronal synaptic plasticity GO0048170,over-represented,0.0039264,0.0395501,0.0395501,0.681499,4,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of long-term synaptic potentiation GO1900273,over-represented,0.0047716,0.0443634,0.0443634,1.70726,6,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of low-density lipoprotein particle clearance GO1905581,over-represented,0.0029523,0.033364,0.033364,0.0843091,2,hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of mRNA polyadenylation GO1900365,over-represented,0.000513802,0.0116807,0.0116807,0.716628,5,hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of macrophage apoptotic process GO2000111,over-represented,5.97736e-05,0.0039404,0.0039404,0.456674,5,hsa-miR-24-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of macrophage differentiation GO0045651,over-represented,0.000205393,0.0073493,0.0073493,1.37002,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of macrophage migration inhibitory factor signaling pathway GO2000448,over-represented,0.0052792,0.0466495,0.0466495,0.112412,2,hsa-miR-9-5p; hsa-miR-9-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of macropinocytosis GO1905303,over-represented,0.0017995,0.0250733,0.0250733,0.252927,3,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of mesenchymal cell proliferation GO0002053,over-represented,2.72979e-06,0.00084061,0.00084061,1.8829,10,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of metanephric cap mesenchymal cell proliferation GO0090096,over-represented,6.17436e-07,0.000417917,0.000417917,0.857143,8,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of miRNA processing GO1903800,over-represented,5.54133e-05,0.0039378,0.0039378,0.449649,5,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of microtubule nucleation GO0090063,over-represented,0.000729974,0.0144883,0.0144883,1.67916,7,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of microtubule polymerization GO0031116,over-represented,0.0040951,0.040324,0.040324,3.59719,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),"positive regulation of mitotic cell cycle, embryonic GO0045977",over-represented,6.1633e-05,0.0039404,0.0039404,0.0843091,3,hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of mitotic centrosome separation GO0046604,over-represented,0.000300703,0.0090675,0.0090675,1.01171,6,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of myotube differentiation GO0010831,over-represented,0.0017572,0.0246833,0.0246833,1.40515,6,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-24-3p; hsa-miR-4454; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of neurogenesis GO0050769,over-represented,0.0013968,0.0210915,0.0210915,1.86885,7,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of neuron differentiation GO0045666,over-represented,0.000120593,0.0057265,0.0057265,5.05152,13,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of neuron projection arborization GO0150012,over-represented,0.0029615,0.033364,0.033364,1.05386,5,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway GO0070434,over-represented,8.44078e-07,0.000428876,0.000428876,0.892272,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of pathway-restricted SMAD protein phosphorylation GO0010862,over-represented,0.0013148,0.020305,0.020305,5.37471,12,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of phosphatidylinositol 3-kinase signaling GO0014068,over-represented,0.005615,0.0486028,0.0486028,7.20141,13,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of phospholipase C activity GO0010863,over-represented,0.0037446,0.0384369,0.0384369,2.85246,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-4454; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of platelet activation GO0010572,over-represented,0.00051697,0.0117003,0.0117003,1.1171,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of programmed cell death GO0043068,over-represented,0.0032223,0.0351156,0.0351156,0.309133,3,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-874-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of protein catabolic process GO0045732,over-represented,0.0044063,0.0423623,0.0423623,7.03279,13,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of protein import into nucleus GO0042307,over-represented,0.000306677,0.0091985,0.0091985,3.18267,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of protein localization to Cajal body GO1904871,over-represented,0.000324405,0.0093124,0.0093124,1.02576,6,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of protein localization to chromatin GO0120187,over-represented,0.000610326,0.0127575,0.0127575,0.41452,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-874-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of protein localization to cilium GO1903566,over-represented,0.0045454,0.0432489,0.0432489,0.709602,4,hsa-miR-375-3p; hsa-miR-4448; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of protein localization to nucleus GO1900182,over-represented,0.000250004,0.0082675,0.0082675,5.38876,13,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of reactive oxygen species metabolic process GO2000379,over-represented,0.000504216,0.0116039,0.0116039,5.74005,13,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of receptor-mediated endocytosis involved in cholesterol transport GO1905602,over-represented,0.0024705,0.0298439,0.0298439,0.0772834,2,hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of receptor signaling pathway via JAK-STAT GO0046427,over-represented,0.0026459,0.031094,0.031094,4.12412,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of release of cytochrome c from mitochondria GO0090200,over-represented,0.000337196,0.0096252,0.0096252,4.69321,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of sequestering of calcium ion GO0051284,over-represented,0.0012736,0.0198682,0.0198682,0.0562061,2,hsa-miR-24-3p; hsa-miR-375-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of signaling receptor activity GO2000273,over-represented,0.000123974,0.0058325,0.0058325,1.73536,8,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of smooth muscle cell proliferation GO0048661,over-represented,0.0014024,0.0211126,0.0211126,4.5808,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of snRNA transcription by RNA polymerase II GO1905382,over-represented,0.000472668,0.0112226,0.0112226,0.161593,3,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p
